"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1400000US25025120301","Census Tract 1203.01, Suffolk County, Massachusetts","5120","null","4371","null","2476","null","749","null","24","null","299","null","0","null","823","null","749","null","688","null","68","null","21","null","81","null","2","null","324","null","24","null","0","null","3","null","135","null","0","null","0","null","7","null","2","null","14","null","7","null","53","null","9","null","4","null","0","null","29","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","8","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025120400","Census Tract 1204, Suffolk County, Massachusetts","6006","null","5465","null","4437","null","375","null","20","null","377","null","0","null","256","null","541","null","502","null","55","null","18","null","107","null","0","null","270","null","2","null","1","null","0","null","39","null","1","null","0","null","6","null","0","null","3","null","0","null","38","null","0","null","4","null","0","null","25","null","0","null","0","null","5","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025120500","Census Tract 1205, Suffolk County, Massachusetts","2423","null","2084","null","1016","null","298","null","35","null","209","null","2","null","524","null","339","null","323","null","22","null","14","null","27","null","2","null","139","null","7","null","0","null","2","null","94","null","0","null","0","null","12","null","1","null","1","null","2","null","13","null","0","null","0","null","0","null","9","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025120600","Census Tract 1206, Suffolk County, Massachusetts","2566","null","2313","null","1913","null","128","null","9","null","156","null","0","null","107","null","253","null","223","null","19","null","13","null","54","null","0","null","106","null","2","null","0","null","4","null","24","null","0","null","0","null","1","null","0","null","0","null","0","null","28","null","9","null","0","null","0","null","5","null","0","null","0","null","9","null","1","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025120700","Census Tract 1207, Suffolk County, Massachusetts","2139","null","1927","null","1317","null","184","null","12","null","301","null","3","null","110","null","212","null","192","null","24","null","4","null","38","null","0","null","97","null","0","null","0","null","0","null","22","null","1","null","0","null","0","null","4","null","0","null","2","null","18","null","0","null","5","null","0","null","10","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130101","Census Tract 1301.01, Suffolk County, Massachusetts","6048","null","5604","null","4630","null","220","null","10","null","581","null","0","null","163","null","444","null","415","null","36","null","17","null","73","null","0","null","239","null","2","null","5","null","2","null","39","null","0","null","0","null","0","null","0","null","2","null","0","null","23","null","5","null","0","null","0","null","9","null","0","null","0","null","7","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","5","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130200","Census Tract 1302, Suffolk County, Massachusetts","4708","null","4399","null","3815","null","168","null","5","null","298","null","0","null","113","null","309","null","282","null","28","null","14","null","40","null","0","null","170","null","2","null","3","null","0","null","21","null","1","null","0","null","1","null","0","null","2","null","0","null","27","null","0","null","1","null","0","null","15","null","0","null","0","null","3","null","0","null","6","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130300","Census Tract 1303, Suffolk County, Massachusetts","4496","null","4218","null","3597","null","181","null","8","null","306","null","0","null","126","null","278","null","260","null","33","null","6","null","63","null","1","null","122","null","2","null","2","null","1","null","24","null","0","null","0","null","1","null","0","null","1","null","4","null","12","null","2","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","5","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130402","Census Tract 1304.02, Suffolk County, Massachusetts","4833","null","4439","null","3440","null","323","null","16","null","429","null","2","null","229","null","394","null","361","null","36","null","11","null","50","null","10","null","182","null","1","null","18","null","0","null","41","null","0","null","5","null","4","null","2","null","1","null","0","null","21","null","6","null","0","null","0","null","10","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","12","null","1","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130404","Census Tract 1304.04, Suffolk County, Massachusetts","3073","null","2831","null","1915","null","413","null","12","null","307","null","1","null","183","null","242","null","229","null","19","null","10","null","26","null","0","null","117","null","6","null","4","null","0","null","44","null","0","null","0","null","2","null","1","null","0","null","0","null","13","null","0","null","0","null","0","null","12","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025130406","Census Tract 1304.06, Suffolk County, Massachusetts","5639","null","5039","null","1769","null","2220","null","41","null","348","null","1","null","660","null","600","null","549","null","65","null","6","null","28","null","0","null","231","null","25","null","8","null","1","null","168","null","0","null","0","null","4","null","3","null","0","null","10","null","46","null","16","null","0","null","0","null","14","null","0","null","0","null","3","null","0","null","2","null","0","null","0","null","0","null","9","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140102","Census Tract 1401.02, Suffolk County, Massachusetts","4958","null","4419","null","1642","null","2062","null","11","null","146","null","3","null","555","null","539","null","499","null","97","null","15","null","21","null","0","null","168","null","11","null","4","null","3","null","176","null","0","null","0","null","0","null","0","null","0","null","4","null","29","null","1","null","3","null","0","null","22","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","11","null","0","null","0","null","10","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140105","Census Tract 1401.05, Suffolk County, Massachusetts","3592","null","3108","null","1252","null","1155","null","18","null","77","null","4","null","602","null","484","null","450","null","55","null","13","null","15","null","0","null","198","null","16","null","4","null","0","null","144","null","2","null","0","null","2","null","0","null","1","null","0","null","23","null","7","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","5","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","10","null","0","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140106","Census Tract 1401.06, Suffolk County, Massachusetts","2178","null","1854","null","406","null","1055","null","8","null","73","null","1","null","311","null","324","null","300","null","38","null","1","null","4","null","0","null","117","null","15","null","1","null","1","null","112","null","0","null","0","null","5","null","1","null","2","null","3","null","17","null","4","null","0","null","0","null","5","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","5","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140107","Census Tract 1401.07, Suffolk County, Massachusetts","2778","null","2350","null","824","null","1061","null","18","null","57","null","1","null","389","null","428","null","383","null","68","null","20","null","10","null","0","null","158","null","10","null","14","null","0","null","99","null","1","null","0","null","3","null","0","null","0","null","0","null","41","null","6","null","3","null","0","null","21","null","3","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140201","Census Tract 1402.01, Suffolk County, Massachusetts","2311","null","2042","null","820","null","814","null","3","null","69","null","0","null","336","null","269","null","251","null","26","null","1","null","17","null","1","null","118","null","0","null","1","null","3","null","67","null","0","null","0","null","8","null","2","null","2","null","5","null","18","null","3","null","0","null","0","null","9","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140202","Census Tract 1402.02, Suffolk County, Massachusetts","5824","null","5169","null","2183","null","2004","null","30","null","184","null","7","null","761","null","655","null","595","null","76","null","3","null","9","null","0","null","254","null","28","null","5","null","0","null","207","null","0","null","2","null","6","null","0","null","5","null","0","null","47","null","20","null","0","null","0","null","18","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","13","null","0","null","0","null","13","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140300","Census Tract 1403, Suffolk County, Massachusetts","6843","null","6022","null","1140","null","3825","null","27","null","78","null","2","null","950","null","821","null","786","null","77","null","17","null","22","null","0","null","292","null","20","null","14","null","4","null","330","null","0","null","0","null","4","null","0","null","0","null","6","null","34","null","10","null","0","null","0","null","24","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025140400","Census Tract 1404, Suffolk County, Massachusetts","7859","null","6985","null","608","null","5379","null","33","null","125","null","2","null","838","null","874","null","815","null","108","null","4","null","11","null","0","null","285","null","59","null","13","null","1","null","318","null","0","null","0","null","6","null","2","null","1","null","7","null","58","null","12","null","9","null","0","null","19","null","2","null","0","null","1","null","2","null","5","null","0","null","0","null","0","null","6","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160102","Census Tract 1601.02, Suffolk County, Massachusetts","3823","null","3180","null","654","null","365","null","46","null","91","null","0","null","2024","null","643","null","622","null","24","null","4","null","12","null","0","null","418","null","13","null","3","null","0","null","110","null","0","null","0","null","24","null","5","null","3","null","6","null","21","null","5","null","0","null","0","null","7","null","0","null","0","null","3","null","0","null","2","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160103","Census Tract 1601.03, Suffolk County, Massachusetts","4646","null","3772","null","1051","null","282","null","68","null","108","null","0","null","2263","null","874","null","836","null","33","null","4","null","8","null","0","null","689","null","0","null","0","null","3","null","59","null","0","null","0","null","23","null","1","null","9","null","7","null","33","null","0","null","0","null","0","null","3","null","0","null","0","null","25","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160200","Census Tract 1602, Suffolk County, Massachusetts","4154","null","3605","null","708","null","182","null","71","null","47","null","2","null","2595","null","549","null","536","null","26","null","7","null","6","null","0","null","428","null","2","null","2","null","0","null","43","null","0","null","0","null","19","null","0","null","3","null","0","null","13","null","1","null","1","null","0","null","1","null","2","null","0","null","4","null","0","null","2","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160300","Census Tract 1603, Suffolk County, Massachusetts","2753","null","2503","null","1657","null","241","null","22","null","139","null","0","null","444","null","250","null","241","null","30","null","6","null","18","null","2","null","151","null","1","null","1","null","0","null","26","null","1","null","0","null","0","null","0","null","2","null","3","null","6","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160400","Census Tract 1604, Suffolk County, Massachusetts","3878","null","3334","null","1017","null","295","null","46","null","186","null","0","null","1790","null","544","null","531","null","47","null","8","null","25","null","0","null","376","null","5","null","5","null","1","null","34","null","1","null","0","null","23","null","0","null","5","null","1","null","10","null","0","null","0","null","0","null","1","null","0","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160501","Census Tract 1605.01, Suffolk County, Massachusetts","6105","null","4959","null","1243","null","330","null","91","null","117","null","4","null","3174","null","1146","null","1101","null","29","null","13","null","11","null","0","null","913","null","4","null","2","null","0","null","91","null","0","null","0","null","23","null","2","null","9","null","4","null","37","null","5","null","0","null","0","null","14","null","0","null","0","null","13","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","8","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160502","Census Tract 1605.02, Suffolk County, Massachusetts","5604","null","4656","null","1510","null","366","null","109","null","215","null","5","null","2451","null","948","null","870","null","42","null","35","null","14","null","1","null","630","null","7","null","5","null","2","null","102","null","0","null","0","null","19","null","0","null","10","null","3","null","64","null","24","null","0","null","1","null","11","null","1","null","0","null","21","null","0","null","0","null","1","null","2","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","14","null","0","null","0","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160601","Census Tract 1606.01, Suffolk County, Massachusetts","4331","null","3642","null","1563","null","353","null","62","null","185","null","2","null","1477","null","689","null","621","null","65","null","12","null","15","null","0","null","427","null","6","null","1","null","0","null","68","null","0","null","0","null","23","null","0","null","4","null","0","null","62","null","4","null","1","null","0","null","22","null","3","null","0","null","31","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025160602","Census Tract 1606.02, Suffolk County, Massachusetts","5493","null","4648","null","1780","null","582","null","61","null","251","null","3","null","1971","null","845","null","812","null","51","null","12","null","12","null","0","null","602","null","4","null","3","null","1","null","91","null","0","null","0","null","25","null","0","null","11","null","0","null","28","null","3","null","0","null","0","null","10","null","1","null","0","null","4","null","2","null","4","null","0","null","1","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","5","null","1","null","0","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170101","Census Tract 1701.01, Suffolk County, Massachusetts","4023","null","3401","null","1928","null","260","null","36","null","170","null","0","null","1007","null","622","null","611","null","48","null","10","null","12","null","0","null","469","null","3","null","4","null","0","null","50","null","0","null","0","null","7","null","2","null","2","null","4","null","9","null","1","null","0","null","0","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170102","Census Tract 1701.02, Suffolk County, Massachusetts","5015","null","4123","null","2125","null","265","null","45","null","249","null","3","null","1436","null","892","null","863","null","39","null","15","null","10","null","0","null","728","null","1","null","1","null","0","null","42","null","0","null","0","null","18","null","0","null","6","null","3","null","25","null","4","null","0","null","0","null","5","null","0","null","0","null","15","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170200","Census Tract 1702, Suffolk County, Massachusetts","5305","null","4546","null","3030","null","288","null","21","null","295","null","3","null","909","null","759","null","733","null","79","null","35","null","9","null","1","null","530","null","5","null","3","null","0","null","51","null","0","null","0","null","15","null","0","null","3","null","2","null","23","null","2","null","2","null","0","null","12","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170301","Census Tract 1703.01, Suffolk County, Massachusetts","7045","null","6068","null","4292","null","259","null","40","null","389","null","6","null","1082","null","977","null","956","null","43","null","15","null","38","null","2","null","793","null","3","null","3","null","0","null","32","null","6","null","0","null","20","null","0","null","0","null","1","null","21","null","3","null","3","null","0","null","6","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170302","Census Tract 1703.02, Suffolk County, Massachusetts","4051","null","3289","null","1833","null","456","null","12","null","420","null","2","null","566","null","762","null","735","null","65","null","23","null","32","null","0","null","527","null","5","null","3","null","1","null","63","null","2","null","0","null","10","null","0","null","2","null","2","null","25","null","8","null","1","null","0","null","12","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170400","Census Tract 1704, Suffolk County, Massachusetts","5761","null","4870","null","2837","null","327","null","59","null","223","null","2","null","1422","null","891","null","864","null","76","null","11","null","17","null","0","null","681","null","0","null","1","null","0","null","52","null","0","null","0","null","12","null","0","null","10","null","4","null","24","null","0","null","0","null","0","null","4","null","0","null","0","null","10","null","1","null","3","null","3","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170502","Census Tract 1705.02, Suffolk County, Massachusetts","3407","null","2993","null","2335","null","151","null","11","null","126","null","1","null","369","null","414","null","403","null","23","null","14","null","14","null","3","null","303","null","5","null","2","null","3","null","23","null","0","null","0","null","10","null","0","null","2","null","1","null","10","null","3","null","0","null","0","null","1","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170503","Census Tract 1705.03, Suffolk County, Massachusetts","1698","null","1478","null","1023","null","70","null","6","null","92","null","0","null","287","null","220","null","210","null","17","null","10","null","11","null","0","null","153","null","1","null","1","null","0","null","11","null","0","null","0","null","4","null","1","null","1","null","0","null","7","null","1","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170504","Census Tract 1705.04, Suffolk County, Massachusetts","3157","null","2692","null","1643","null","193","null","9","null","307","null","5","null","535","null","465","null","432","null","26","null","9","null","40","null","0","null","328","null","0","null","0","null","0","null","14","null","0","null","0","null","8","null","0","null","4","null","3","null","31","null","1","null","3","null","0","null","14","null","0","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170601","Census Tract 1706.01, Suffolk County, Massachusetts","6247","null","5374","null","2931","null","209","null","40","null","232","null","0","null","1962","null","873","null","836","null","38","null","25","null","26","null","0","null","679","null","6","null","3","null","0","null","35","null","0","null","0","null","17","null","0","null","6","null","1","null","34","null","17","null","2","null","0","null","8","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170701","Census Tract 1707.01, Suffolk County, Massachusetts","2702","null","2313","null","1303","null","131","null","6","null","207","null","3","null","663","null","389","null","360","null","29","null","11","null","15","null","0","null","281","null","1","null","2","null","0","null","14","null","0","null","1","null","6","null","0","null","0","null","0","null","23","null","8","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1400000US25025170702","Census Tract 1707.02, Suffolk County, Massachusetts","7995","null","6616","null","2332","null","416","null","93","null","605","null","1","null","3169","null","1379","null","1335","null","80","null","20","null","15","null","0","null","1082","null","3","null","7","null","1","null","82","null","0","null","0","null","34","null","0","null","11","null","0","null","42","null","6","null","0","null","0","null","28","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
