GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010
"G25000309004001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039004001",,,"Block Group 1, Census Tract 9004, Berkshire County, Massachusetts",794,582,112,0,0,0,0,100,0,100,"Block Group 1, Census Tract 9004, Berkshire County, Massachusetts",318,223,173,13,13,13,13,146,13,146
"G25000309004002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039004002",,,"Block Group 2, Census Tract 9004, Berkshire County, Massachusetts",957,923,16,0,0,0,18,0,0,0,"Block Group 2, Census Tract 9004, Berkshire County, Massachusetts",494,486,27,13,13,13,38,13,13,13
"G25000309004003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900400","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039004003",,,"Block Group 3, Census Tract 9004, Berkshire County, Massachusetts",1059,1044,0,0,0,0,0,15,0,15,"Block Group 3, Census Tract 9004, Berkshire County, Massachusetts",394,396,13,13,13,13,13,26,13,26
"G25000309004004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900400","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039004004",,,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",1873,1637,176,0,0,30,0,30,0,30,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",690,671,246,13,13,43,13,46,13,46
"G25000309005001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039005001",,,"Block Group 1, Census Tract 9005, Berkshire County, Massachusetts",1179,1127,0,0,49,0,0,3,0,3,"Block Group 1, Census Tract 9005, Berkshire County, Massachusetts",301,298,13,13,68,13,13,6,13,6
"G25000309005002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039005002",,,"Block Group 2, Census Tract 9005, Berkshire County, Massachusetts",2361,2067,35,0,50,0,199,10,10,0,"Block Group 2, Census Tract 9005, Berkshire County, Massachusetts",321,345,35,13,81,13,219,24,24,13
"G25000309006001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900600","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039006001",,,"Block Group 1, Census Tract 9006, Berkshire County, Massachusetts",389,276,36,1,0,0,0,76,47,29,"Block Group 1, Census Tract 9006, Berkshire County, Massachusetts",178,129,47,2,13,13,13,71,61,36
"G25000309006002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900600","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039006002",,,"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",994,249,129,34,41,0,27,514,0,514,"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",368,126,85,54,72,13,47,323,13,323
"G25000309006003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900600","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039006003",,,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",395,280,76,0,0,0,0,39,0,39,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",144,135,71,13,13,13,13,55,13,55
"G25000309006004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900600","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039006004",,,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",475,378,42,0,5,0,24,26,13,13,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",208,203,49,13,11,13,32,29,16,23
"G25000309006005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900600","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039006005",,,"Block Group 5, Census Tract 9006, Berkshire County, Massachusetts",590,263,153,0,7,0,44,123,105,18,"Block Group 5, Census Tract 9006, Berkshire County, Massachusetts",253,116,168,13,16,13,40,114,112,29
"G25000309007001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900700","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039007001",,,"Block Group 1, Census Tract 9007, Berkshire County, Massachusetts",388,370,18,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9007, Berkshire County, Massachusetts",119,115,41,13,13,13,13,13,13,13
"G25000309007002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900700","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039007002",,,"Block Group 2, Census Tract 9007, Berkshire County, Massachusetts",1052,996,12,0,0,0,21,23,23,0,"Block Group 2, Census Tract 9007, Berkshire County, Massachusetts",426,418,20,13,13,13,32,37,37,13
"G25000309007003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900700","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039007003",,,"Block Group 3, Census Tract 9007, Berkshire County, Massachusetts",602,602,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9007, Berkshire County, Massachusetts",179,179,13,13,13,13,13,13,13,13
"G25000309007004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900700","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039007004",,,"Block Group 4, Census Tract 9007, Berkshire County, Massachusetts",826,796,0,0,0,0,26,4,4,0,"Block Group 4, Census Tract 9007, Berkshire County, Massachusetts",278,274,13,13,13,13,29,9,9,13
"G25000309008001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900800","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039008001",,,"Block Group 1, Census Tract 9008, Berkshire County, Massachusetts",1488,1393,0,0,0,0,1,94,0,94,"Block Group 1, Census Tract 9008, Berkshire County, Massachusetts",529,466,13,13,13,13,2,117,13,117
"G25000309008002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900800","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039008002",,,"Block Group 2, Census Tract 9008, Berkshire County, Massachusetts",809,576,0,0,0,0,0,233,0,233,"Block Group 2, Census Tract 9008, Berkshire County, Massachusetts",417,208,13,13,13,13,13,282,13,282
"G25000309008003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900800","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039008003",,,"Block Group 3, Census Tract 9008, Berkshire County, Massachusetts",731,704,0,0,0,0,0,27,0,27,"Block Group 3, Census Tract 9008, Berkshire County, Massachusetts",236,235,13,13,13,13,13,39,13,39
"G25000309008004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900800","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039008004",,,"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",1366,1286,0,0,0,0,23,57,0,57,"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",363,340,13,13,13,13,42,84,13,84
"G25000309008005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900800","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039008005",,,"Block Group 5, Census Tract 9008, Berkshire County, Massachusetts",562,408,0,0,61,0,0,93,0,93,"Block Group 5, Census Tract 9008, Berkshire County, Massachusetts",222,135,13,13,63,13,13,86,13,86
"G25000309009001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900900","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039009001",,,"Block Group 1, Census Tract 9009, Berkshire County, Massachusetts",861,791,0,0,70,0,0,0,0,0,"Block Group 1, Census Tract 9009, Berkshire County, Massachusetts",355,351,13,13,107,13,13,13,13,13
"G25000309009002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900900","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039009002",,,"Block Group 2, Census Tract 9009, Berkshire County, Massachusetts",1155,1140,0,0,0,0,0,15,7,8,"Block Group 2, Census Tract 9009, Berkshire County, Massachusetts",438,438,13,13,13,13,13,23,15,17
"G25000309009003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900900","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039009003",,,"Block Group 3, Census Tract 9009, Berkshire County, Massachusetts",981,551,106,0,0,0,2,322,18,304,"Block Group 3, Census Tract 9009, Berkshire County, Massachusetts",526,333,131,13,13,13,4,307,30,313
"G25000309009004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900900","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039009004",,,"Block Group 4, Census Tract 9009, Berkshire County, Massachusetts",1681,1590,75,0,0,0,0,16,16,0,"Block Group 4, Census Tract 9009, Berkshire County, Massachusetts",552,524,126,13,13,13,13,29,29,13
"G25000309009005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"900900","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039009005",,,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",291,279,12,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",151,147,21,13,13,13,13,13,13,13
"G25000309011001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"901100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039011001",,,"Block Group 1, Census Tract 9011, Berkshire County, Massachusetts",721,707,14,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9011, Berkshire County, Massachusetts",230,229,23,13,13,13,13,13,13,13
"G25000309011002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"901100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039011002",,,"Block Group 2, Census Tract 9011, Berkshire County, Massachusetts",939,923,0,0,16,0,0,0,0,0,"Block Group 2, Census Tract 9011, Berkshire County, Massachusetts",248,249,13,13,27,13,13,13,13,13
"G25000309011003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"901100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039011003",,,"Block Group 3, Census Tract 9011, Berkshire County, Massachusetts",1927,1804,59,7,0,0,32,25,0,25,"Block Group 3, Census Tract 9011, Berkshire County, Massachusetts",306,313,41,13,13,13,33,35,13,35
"G25000309111001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"911100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039111001",,,"Block Group 1, Census Tract 9111, Berkshire County, Massachusetts",1023,1023,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9111, Berkshire County, Massachusetts",251,251,13,13,13,13,13,13,13,13
"G25000309111002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"911100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039111002",,,"Block Group 2, Census Tract 9111, Berkshire County, Massachusetts",893,871,7,0,0,0,0,15,0,15,"Block Group 2, Census Tract 9111, Berkshire County, Massachusetts",235,232,10,13,13,13,13,26,13,26
"G25000309111003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"911100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039111003",,,"Block Group 3, Census Tract 9111, Berkshire County, Massachusetts",1045,1045,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9111, Berkshire County, Massachusetts",255,255,13,13,13,13,13,13,13,13
"G25000309121001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121001",,,"Block Group 1, Census Tract 9121, Berkshire County, Massachusetts",1591,1591,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9121, Berkshire County, Massachusetts",390,390,13,13,13,13,13,13,13,13
"G25000309121002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121002",,,"Block Group 2, Census Tract 9121, Berkshire County, Massachusetts",633,618,0,15,0,0,0,0,0,0,"Block Group 2, Census Tract 9121, Berkshire County, Massachusetts",269,268,13,31,13,13,13,13,13,13
"G25000309121003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121003",,,"Block Group 3, Census Tract 9121, Berkshire County, Massachusetts",422,413,0,0,9,0,0,0,0,0,"Block Group 3, Census Tract 9121, Berkshire County, Massachusetts",164,169,13,13,17,13,13,13,13,13
"G25000309121004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121004",,,"Block Group 4, Census Tract 9121, Berkshire County, Massachusetts",617,600,8,0,0,0,9,0,0,0,"Block Group 4, Census Tract 9121, Berkshire County, Massachusetts",196,197,14,13,13,13,18,13,13,13
"G25000309121005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121005",,,"Block Group 5, Census Tract 9121, Berkshire County, Massachusetts",742,697,0,0,0,0,0,45,45,0,"Block Group 5, Census Tract 9121, Berkshire County, Massachusetts",277,269,13,13,13,13,13,68,68,13
"G25000309121006","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","6",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121006",,,"Block Group 6, Census Tract 9121, Berkshire County, Massachusetts",1254,1242,0,0,0,0,0,12,0,12,"Block Group 6, Census Tract 9121, Berkshire County, Massachusetts",291,291,13,13,13,13,13,23,13,23
"G25000309121007","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"912100","7",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039121007",,,"Block Group 7, Census Tract 9121, Berkshire County, Massachusetts",1314,1289,0,0,25,0,0,0,0,0,"Block Group 7, Census Tract 9121, Berkshire County, Massachusetts",300,291,13,13,44,13,13,13,13,13
"G25000309131001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131001",,,"Block Group 1, Census Tract 9131, Berkshire County, Massachusetts",646,644,2,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9131, Berkshire County, Massachusetts",289,291,8,13,13,13,13,13,13,13
"G25000309131002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131002",,,"Block Group 2, Census Tract 9131, Berkshire County, Massachusetts",377,220,34,0,0,0,115,8,0,8,"Block Group 2, Census Tract 9131, Berkshire County, Massachusetts",199,121,48,13,13,13,137,21,13,21
"G25000309131003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131003",,,"Block Group 3, Census Tract 9131, Berkshire County, Massachusetts",733,719,14,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9131, Berkshire County, Massachusetts",209,206,23,13,13,13,13,13,13,13
"G25000309131004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131004",,,"Block Group 4, Census Tract 9131, Berkshire County, Massachusetts",553,489,22,0,0,0,15,27,27,0,"Block Group 4, Census Tract 9131, Berkshire County, Massachusetts",258,234,44,13,13,13,24,40,40,13
"G25000309131005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131005",,,"Block Group 5, Census Tract 9131, Berkshire County, Massachusetts",1376,1360,0,0,0,0,0,16,0,16,"Block Group 5, Census Tract 9131, Berkshire County, Massachusetts",366,364,13,13,13,13,13,25,13,25
"G25000309131006","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","6",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131006",,,"Block Group 6, Census Tract 9131, Berkshire County, Massachusetts",624,566,28,21,0,0,0,9,0,9,"Block Group 6, Census Tract 9131, Berkshire County, Massachusetts",317,309,28,35,13,13,13,21,13,21
"G25000309131007","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"913100","7",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039131007",,,"Block Group 7, Census Tract 9131, Berkshire County, Massachusetts",655,626,18,0,0,0,0,11,11,0,"Block Group 7, Census Tract 9131, Berkshire County, Massachusetts",287,283,31,13,13,13,13,21,21,13
"G25000309141001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141001",,,"Block Group 1, Census Tract 9141, Berkshire County, Massachusetts",978,900,3,0,63,0,12,0,0,0,"Block Group 1, Census Tract 9141, Berkshire County, Massachusetts",262,267,7,13,97,13,21,13,13,13
"G25000309141002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141002",,,"Block Group 2, Census Tract 9141, Berkshire County, Massachusetts",934,749,19,0,4,0,162,0,0,0,"Block Group 2, Census Tract 9141, Berkshire County, Massachusetts",322,289,41,13,8,13,213,13,13,13
"G25000309141003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141003",,,"Block Group 3, Census Tract 9141, Berkshire County, Massachusetts",574,569,0,0,1,0,0,4,4,0,"Block Group 3, Census Tract 9141, Berkshire County, Massachusetts",236,236,13,13,2,13,13,9,9,13
"G25000309141004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141004",,,"Block Group 4, Census Tract 9141, Berkshire County, Massachusetts",1471,1410,0,13,31,0,0,17,0,17,"Block Group 4, Census Tract 9141, Berkshire County, Massachusetts",470,484,13,22,54,13,13,27,13,27
"G25000309141005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141005",,,"Block Group 5, Census Tract 9141, Berkshire County, Massachusetts",1344,1334,10,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9141, Berkshire County, Massachusetts",489,484,24,13,13,13,13,13,13,13
"G25000309141006","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"914100","6",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039141006",,,"Block Group 6, Census Tract 9141, Berkshire County, Massachusetts",404,229,0,0,59,0,102,14,0,14,"Block Group 6, Census Tract 9141, Berkshire County, Massachusetts",194,137,13,13,97,13,114,23,13,23
"G25000309201011","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201011",,,"Block Group 1, Census Tract 9201.01, Berkshire County, Massachusetts",568,560,3,0,0,0,5,0,0,0,"Block Group 1, Census Tract 9201.01, Berkshire County, Massachusetts",169,169,7,13,13,13,10,13,13,13
"G25000309201012","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201012",,,"Block Group 2, Census Tract 9201.01, Berkshire County, Massachusetts",1230,1109,42,0,30,0,0,49,0,49,"Block Group 2, Census Tract 9201.01, Berkshire County, Massachusetts",248,237,62,13,35,13,13,48,13,48
"G25000309201013","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920101","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201013",,,"Block Group 3, Census Tract 9201.01, Berkshire County, Massachusetts",2236,1678,154,0,158,0,101,145,29,116,"Block Group 3, Census Tract 9201.01, Berkshire County, Massachusetts",302,279,64,13,70,13,52,89,28,82
"G25000309201014","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920101","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201014",,,"Block Group 4, Census Tract 9201.01, Berkshire County, Massachusetts",549,549,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9201.01, Berkshire County, Massachusetts",155,155,13,13,13,13,13,13,13,13
"G25000309201021","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201021",,,"Block Group 1, Census Tract 9201.02, Berkshire County, Massachusetts",1039,875,37,35,57,0,6,29,12,17,"Block Group 1, Census Tract 9201.02, Berkshire County, Massachusetts",187,185,56,48,63,13,8,25,14,18
"G25000309201022","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"920102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039201022",,,"Block Group 2, Census Tract 9201.02, Berkshire County, Massachusetts",1900,1504,128,27,151,0,17,73,32,41,"Block Group 2, Census Tract 9201.02, Berkshire County, Massachusetts",221,187,70,28,72,13,19,42,28,37
"G25000309213001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039213001",,,"Block Group 1, Census Tract 9213, Berkshire County, Massachusetts",1221,1173,0,0,48,0,0,0,0,0,"Block Group 1, Census Tract 9213, Berkshire County, Massachusetts",310,303,13,13,50,13,13,13,13,13
"G25000309213002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039213002",,,"Block Group 2, Census Tract 9213, Berkshire County, Massachusetts",2103,1632,47,0,266,0,13,145,51,94,"Block Group 2, Census Tract 9213, Berkshire County, Massachusetts",388,425,38,13,183,13,18,120,55,76
"G25000309213003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921300","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039213003",,,"Block Group 3, Census Tract 9213, Berkshire County, Massachusetts",1249,989,128,0,51,9,33,39,0,39,"Block Group 3, Census Tract 9213, Berkshire County, Massachusetts",333,272,71,13,51,17,28,64,13,64
"G25000309214001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039214001",,,"Block Group 1, Census Tract 9214, Berkshire County, Massachusetts",719,607,12,0,3,0,97,0,0,0,"Block Group 1, Census Tract 9214, Berkshire County, Massachusetts",166,151,18,13,7,13,92,13,13,13
"G25000309214002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039214002",,,"Block Group 2, Census Tract 9214, Berkshire County, Massachusetts",797,724,0,0,0,0,70,3,0,3,"Block Group 2, Census Tract 9214, Berkshire County, Massachusetts",204,192,13,13,13,13,105,14,13,14
"G25000309215001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921500","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039215001",,,"Block Group 1, Census Tract 9215, Berkshire County, Massachusetts",877,808,0,0,0,0,0,69,13,56,"Block Group 1, Census Tract 9215, Berkshire County, Massachusetts",239,229,13,13,13,13,13,85,22,68
"G25000309215002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"921500","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039215002",,,"Block Group 2, Census Tract 9215, Berkshire County, Massachusetts",1948,1901,6,0,0,0,8,33,0,33,"Block Group 2, Census Tract 9215, Berkshire County, Massachusetts",279,287,11,13,13,13,14,57,13,57
"G25000309221001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039221001",,,"Block Group 1, Census Tract 9221, Berkshire County, Massachusetts",686,671,0,0,0,0,0,15,15,0,"Block Group 1, Census Tract 9221, Berkshire County, Massachusetts",177,175,13,13,13,13,13,26,26,13
"G25000309221002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039221002",,,"Block Group 2, Census Tract 9221, Berkshire County, Massachusetts",856,731,0,0,0,0,0,125,0,125,"Block Group 2, Census Tract 9221, Berkshire County, Massachusetts",215,172,13,13,13,13,13,129,13,129
"G25000309221003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039221003",,,"Block Group 3, Census Tract 9221, Berkshire County, Massachusetts",1031,956,52,0,0,0,0,23,0,23,"Block Group 3, Census Tract 9221, Berkshire County, Massachusetts",234,227,58,13,13,13,13,38,13,38
"G25000309222001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039222001",,,"Block Group 1, Census Tract 9222, Berkshire County, Massachusetts",749,749,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9222, Berkshire County, Massachusetts",219,219,13,13,13,13,13,13,13,13
"G25000309222002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039222002",,,"Block Group 2, Census Tract 9222, Berkshire County, Massachusetts",870,782,0,0,56,0,32,0,0,0,"Block Group 2, Census Tract 9222, Berkshire County, Massachusetts",203,190,13,13,75,13,42,13,13,13
"G25000309222003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039222003",,,"Block Group 3, Census Tract 9222, Berkshire County, Massachusetts",1990,1949,0,0,23,0,0,18,2,16,"Block Group 3, Census Tract 9222, Berkshire County, Massachusetts",330,321,13,13,36,13,13,27,5,27
"G25000309223001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039223001",,,"Block Group 1, Census Tract 9223, Berkshire County, Massachusetts",815,791,1,1,0,0,0,22,0,22,"Block Group 1, Census Tract 9223, Berkshire County, Massachusetts",216,213,4,4,13,13,13,33,13,33
"G25000309223002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"922300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039223002",,,"Block Group 2, Census Tract 9223, Berkshire County, Massachusetts",1087,1038,1,0,37,0,0,11,0,11,"Block Group 2, Census Tract 9223, Berkshire County, Massachusetts",199,195,3,13,40,13,13,16,13,16
"G25000309231001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"923100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039231001",,,"Block Group 1, Census Tract 9231, Berkshire County, Massachusetts",951,941,0,0,0,0,0,10,0,10,"Block Group 1, Census Tract 9231, Berkshire County, Massachusetts",230,228,13,13,13,13,13,16,13,16
